Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,rate
Tarzan of the Apes,1918,,83%,0,0,1,0,0,Scott Sidney,"Action,Adventure",United States,None,73,Intermediate
Tashan,2008,7+,50%,0,0,1,0,0,Vijay Krishna Acharya,"Action,Drama,Romance",India,Hindi,120,Low
Tashi and the Monk,2015,7+,,0,0,1,0,0,"Johnny Burke,Andrew Hinton","Documentary,Biography,Family",United Kingdom,"English,Tibetan,Hindi",39,High
Taste of Fear,1961,,,0,0,1,0,0,Seth Holt,"Horror,Thriller",United Kingdom,"English,French,German",81,High
Tatah,2013,,,1,0,0,0,0,Jo Blankenburg,Short,New Zealand,,17,Low
Tatsumi,2011,,94%,0,0,1,0,0,Eric Khoo,"Animation,Biography,Drama",Singapore,Japanese,96,High
Tattoo Nation,2013,,,0,0,1,0,0,Eric Schwartz,"Documentary,History",United States,English,86,Intermediate
Tatu,2017,,,1,0,1,0,0,Don Omope,Adventure,Nigeria,English,101,Low
Tau,2018,18+,29%,1,0,0,0,0,Federico D'Alessandro,"Sci-Fi,Thriller",United States,English,97,Intermediate
Taxi Driver,1976,18+,95%,1,0,0,0,0,Martin Scorsese,"Crime,Drama",United States,"English,Spanish",114,High
Taylor Swift: Reputation Stadium Tour,2018,,,1,0,0,0,0,Paul Dugdale,"Documentary,Music",,,125,High
Taylor Tomlinson: Quarter-Life Crisis,2020,,,1,0,0,0,0,Marcus Raboy,Comedy,United States,English,61,High
Tc Gn: Take Care Good Night,2018,,,0,0,1,0,0,Girish Joshi,"Crime,Drama,Family",India,Marathi,110,High
Te3n,2016,,100%,1,0,0,0,0,Ribhu Dasgupta,"Drama,Mystery,Thriller",India,Hindi,136,High
Teach Us All,2017,,,1,0,0,0,0,Sonia Lowman,Documentary,United States,English,80,Intermediate
Teacher of the Year,2015,,100%,0,0,1,0,0,Jason Strouse,"Comedy,Drama",United States,English,82,Low
Team Foxcatcher,2016,,100%,1,0,0,0,0,Jon Greenhalgh,"Documentary,Biography,Crime,History,Sport",United States,English,90,High
Tear Me Apart,2016,18+,,0,0,1,0,0,Alex Lightman,"Horror,Romance,Thriller",United Kingdom,English,86,Low
Technotise: Edit & I,2009,,,0,0,1,0,0,"Aleksa Gajic,Nebojsa Andric,Stevan Djordjevic","Animation,Drama,Sci-Fi,Thriller",Serbia,"Serbian,Portuguese",100,High
Ted Bundy,2002,18+,41%,0,0,1,0,0,Matthew Bright,"Biography,Crime,Drama,Horror,Thriller","United Kingdom,United States",English,99,Intermediate
Teddy Bear,2012,,94%,0,0,1,0,0,Seth MacFarlane,Comedy,United States,"English,Japanese",106,High
Teefa in Trouble,2018,13+,,1,0,0,0,0,Ahsan Rahim,"Action,Comedy,Crime,Romance",Pakistan,Urdu,155,High
Teen Aur Aadha,2018,,,1,0,0,0,0,"Dar Gai,Dheer Momaya",Drama,"India,Ukraine","Hindi,English,Marathi,Gujarati",121,Intermediate
Teen Beach 2,2015,all,,0,0,0,1,0,Jeffrey Hornaday,"Family,Fantasy,Musical",United States,English,104,Intermediate
Teen Beach Movie,2013,7+,86%,0,0,0,1,0,Jeffrey Hornaday,"Family,Fantasy,Musical",United States,English,110,Intermediate
Teen Spirit,2019,13+,71%,0,1,0,1,0,Max Minghella,"Drama,Music","United Kingdom,United States","English,Polish",93,Intermediate
Teen Wolf Too,1987,7+,7%,0,0,1,0,0,Christopher Leitch,"Comedy,Fantasy",United States,English,95,Low
Teenage,2013,,77%,0,0,1,0,0,Matt Wolf,"Documentary,History","United States,Germany",English,78,Intermediate
Teenage Zombies,1960,,,0,0,1,0,0,Jerry Warren,"Horror,Sci-Fi",United States,English,73,Low
Teenagers from Outer Space,1959,,40%,0,0,1,0,0,Tom Graeff,"Horror,Sci-Fi,Thriller",United States,English,86,Low
Tees Maar Khan,2010,,11%,1,0,0,0,0,Farah Khan,"Comedy,Crime",India,Hindi,135,Low
Telescope,2016,7+,,0,1,0,0,0,,Documentary,Canada,English,30,High
Television: The First 50 Years,2003,,,0,0,1,0,0,Kent Hagen,Documentary,United States,English,120,Intermediate
Tell Me Who I Am,2019,,95%,1,0,0,0,0,Ed Perkins,"Documentary,Drama,Mystery",United Kingdom,English,85,High
Tell Them Anything You Want: A Portrait of Maurice Sendak,2009,13+,,0,1,0,0,0,"Lance Bangs,Spike Jonze","Documentary,Short",United States,English,39,High
Tell Your Children,1936,7+,39%,0,0,1,0,0,Louis J. Gasnier,"Crime,Drama",United States,English,66,Low
Tellur Aliens,2016,,,1,0,0,0,0,Einar Gabbassov,"Animation,Adventure,Comedy","United States,Kazakhstan","English,Mandarin,French,German,Spanish",67,Low
Temple,2017,18+,27%,1,0,1,0,0,,"Crime,Drama,Thriller",United Kingdom,English,,Low
Temple Grandin,2010,7+,100%,0,0,1,0,0,Mick Jackson,"Biography,Drama",United States,English,107,High
Tempting Fate,2014,,,0,0,1,0,0,"Manu Boyer,Kim Raver","Drama,Romance","Canada,United States",English,87,High
Ten Little Indians,1965,7+,,0,0,1,0,0,George Pollock,"Crime,Mystery,Thriller",United Kingdom,English,91,Intermediate
Ten 'til Noon,2006,18+,70%,0,0,1,0,0,Scott Storm,"Crime,Mystery,Thriller",United States,English,83,Intermediate
Ten Years,2015,,100%,1,0,1,0,0,Jamie Linden,"Comedy,Drama,Romance",United States,English,100,Intermediate
Tenderness,2009,18+,40%,0,0,1,0,0,John Polson,"Crime,Drama,Thriller",United States,English,101,Intermediate
Tenure,2009,18+,,0,0,1,0,0,Mike Million,"Comedy,Drama",United States,English,89,Intermediate
Tere Naal Love Ho Gaya,2012,7+,,1,0,0,0,0,Mandeep Kumar,"Comedy,Drama,Romance",India,Hindi,130,Intermediate
Term Life,2016,18+,,1,0,0,0,0,Peter Billingsley,"Crime,Drama,Thriller",United States,English,93,Intermediate
Terminal,2018,,21%,0,1,0,0,0,Steven Spielberg,"Comedy,Drama,Romance",United States,"English,Bulgarian,Spanish,Russian,Mandarin,German,French",128,Low
Terminal Rush,1996,18+,,0,0,1,0,0,Damian Lee,"Action,Drama,Thriller",Canada,English,94,Low
Terminator 3: Rise of the Machines,2003,18+,69%,1,0,0,0,0,Jonathan Mostow,"Action,Sci-Fi","United States,Germany,United Kingdom",English,109,Intermediate
Terminator Salvation,2009,13+,33%,1,0,0,0,0,McG,"Action,Adventure,Sci-Fi","United States,Germany,United Kingdom,Italy","English,Italian",115,Intermediate
Terms of Endearment,1983,7+,78%,0,0,1,0,0,James L. Brooks,"Comedy,Drama",United States,English,132,High
Terrifier,2016,,69%,1,0,0,0,0,Damien Leone,"Horror,Thriller",United States,English,82,Intermediate
Terror by Night,1946,,75%,0,0,1,0,0,Roy William Neill,"Crime,Drama,Film-Noir,Mystery,Thriller",United States,English,60,Intermediate
Terror Firmer,1999,18+,,0,0,1,0,0,Lloyd Kaufman,"Comedy,Horror",United States,English,124,Intermediate
Terror Train,1980,18+,36%,0,0,1,0,0,Roger Spottiswoode,"Horror,Mystery,Thriller",Canada,English,97,Intermediate
Terrortory 2,2018,,,0,0,1,0,0,Kevin Kangas,Horror,United States,English,100,Low
Teshan,2016,,,1,0,0,0,0,Sukhbir Singh,Drama,India,Punjabi,136,Low
Test,2013,18+,81%,0,0,1,0,0,Stuart Hazeldine,"Mystery,Thriller",United Kingdom,"English,French,Cantonese",101,Intermediate
Test Tube Babies,1948,,,0,0,1,0,0,W. Merle Connell,Drama,United States,English,70,Low
Tetsuo: The Bullet Man,2009,,,0,1,0,0,0,Shin'ya Tsukamoto,"Action,Horror,Sci-Fi",Japan,English,71,Intermediate
Texas Chainsaw 3D,2013,18+,19%,0,1,1,0,0,John Luessenhop,"Horror,Thriller",United States,English,92,Low
Texas Heart,2016,,,0,0,1,0,0,Mark David,Drama,United States,,103,Intermediate
Texas Road,2010,,,0,0,1,0,0,Dylan Pearce,Horror,Canada,English,55,Low
Tezz,2012,,,1,0,1,0,0,Priyadarshan,"Action,Crime,Drama,Thriller","United Kingdom,India",Hindi,121,Low
Thaanaa Serndha Koottam,2018,,,0,0,1,0,0,Vignesh Shivan,"Action,Comedy,Crime",India,"Tamil,Telugu",138,Intermediate
Thaandavam,2012,,,1,0,0,0,0,A.L. Vijay,"Action,Thriller",India,"Tamil,Telugu,Hindi",160,Intermediate
Thalaivaa,2013,all,,0,0,1,0,0,A.L. Vijay,"Action,Drama,Thriller",India,"Telugu,Tamil,Hindi",179,Intermediate
Thambi,2019,,,1,0,0,0,0,Jeethu Joseph,"Action,Thriller",India,Tamil,149,Intermediate
Thamizh Padam,2010,,,0,0,1,0,0,C.S. Amudhan,Comedy,India,"Tamil,Telugu",160,High
Thammudu,1999,,,0,0,1,0,0,P.A. Arun Prasad,"Action,Drama,Sport",India,Telugu,160,High
Thank You,2011,,,1,0,1,0,0,Anees Bazmee,Comedy,India,"Hindi,Punjabi",125,Low
"Thank You, Mr. President: Helen Thomas at the White House",2008,,,0,0,1,0,0,Rory Kennedy,"Documentary,Biography",United States,English,47,Intermediate
ThanksKilling,2008,,,0,0,1,0,0,Jordan Downey,"Comedy,Horror,Thriller",United States,English,70,Low
Thappad,2020,,92%,0,0,1,0,0,Anubhav Sinha,Drama,India,Hindi,142,High
That Darn Cat,1997,7+,13%,0,0,0,1,0,Robert Stevenson,"Comedy,Crime,Family,Thriller",United States,"English,French",116,Low
That Darn Cat!,1965,all,94%,0,0,0,1,0,Robert Stevenson,"Comedy,Crime,Family,Thriller",United States,"English,French",116,Intermediate
That Gal...Who Was in That Thing: That Guy 2,2015,,,0,0,1,0,0,Ian Roumain,Documentary,United States,English,80,High
That Guy Dick Miller,2014,,80%,0,0,1,0,0,Elijah Drenner,"Documentary,Biography",United States,English,91,High
That Sugar Film,2014,7+,68%,0,0,1,0,0,Damon Gameau,Documentary,Australia,English,90,High
That Thing Called Tadhana,2014,,,1,0,0,0,0,Antoinette Jadaone,"Comedy,Drama,Romance",Philippines,"Filipino,Tagalog",110,High
That Uncertain Feeling,1941,,67%,0,0,1,0,0,Ernst Lubitsch,Comedy,United States,"English,Hungarian",84,Intermediate
That's the Way of the World,1975,7+,,0,0,1,0,0,Sig Shore,"Drama,Music",United States,English,100,Intermediate
The (Silent) War,2019,18+,56%,1,0,0,0,0,Alfonso Cortés-Cavanillas,"Action,Drama",Spain,Spanish,121,Intermediate
The 100 Years Show,2015,,,1,0,0,0,0,Alison Klayman,"Documentary,Short,Biography",United States,English,30,High
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,,,1,0,0,0,0,"Felix Herngren,Måns Herngren","Adventure,Comedy,Crime",Sweden,"Swedish,English,German,Russian",108,Intermediate
The 12 Dogs of Christmas,2005,all,,0,0,1,0,0,Kieth Merrill,Family,United States,English,102,Low
The 12th Man,2017,,86%,0,1,0,0,0,Harald Zwart,"Drama,History,Thriller,War",Norway,"Norwegian,German,English,Saami",135,High
The 13th Unit,2014,18+,,0,0,1,0,0,Theophilus Lacey,"Horror,Sci-Fi,Thriller",United States,English,79,Low
The 14 Amazons,1972,18+,,0,0,1,0,0,"Kang Cheng,Shao-Yung Tung","Adventure,Drama,History,War",Hong Kong,Mandarin,125,Intermediate
The 24 Hour War,2016,,100%,1,0,0,0,0,"Nate Adams,Adam Carolla","Documentary,History",United States,English,99,High
The 25th Anniversary Rock and Roll Hall of Fame Concerts,2009,,,0,0,1,0,0,Joel Gallen,Music,United States,English,255,High
The 33,2015,13+,48%,0,1,0,0,0,Patricia Riggen,"Biography,Drama,History","Chile,Colombia,Spain,United States","English,Spanish",127,Intermediate
The 36th Chamber of Shaolin,1978,18+,,1,0,1,0,0,Chia-Liang Liu,"Action,Adventure,Drama",Hong Kong,Mandarin,116,High
The 3rd Eye,2017,,,1,0,0,0,0,Rocky Soraya,"Horror,Thriller",Indonesia,Indonesian,107,Low
The 3rd Eye 2,2019,,,1,0,0,0,0,Rocky Soraya,"Horror,Mystery,Thriller",Indonesia,Indonesian,116,Intermediate
The 4th Company,2016,,100%,1,0,0,0,0,"Mitzi Vanessa Arreola,Amir Galván Cervera","Action,Crime,Drama","Mexico,Spain",Spanish,109,Intermediate
The 50 Best Horror Movies You've Never Seen,2014,,,0,0,1,0,0,Anthony Masi,Horror,United States,English,139,Intermediate
The 51st State,2001,18+,26%,0,0,1,0,0,Ronny Yu,"Action,Comedy,Crime,Thriller","United Kingdom,Canada",English,93,Intermediate
The 5th Quarter,2011,13+,57%,0,0,1,0,0,Rick Bieber,"Biography,Drama,Sport",United States,English,101,Intermediate
The 7 Adventures of Sinbad,2010,13+,,0,0,1,0,0,"Ben Hayflick,Adam Silver","Action,Adventure,Fantasy",United States,English,93,Low
The 7 Grandmasters,1977,,,0,0,1,0,0,Joseph Kuo,"Action,Comedy,Drama",Taiwan,Mandarin,89,High
The 70% Club,2010,,,0,0,1,0,0,Howard Bell IV,Drama,United States,English,98,Low
The Abduction of Jennifer Grayson,2017,,,0,0,1,0,0,Corynn Egreczky,"Drama,Thriller",United States,English,99,Low
The Absent One,2014,,92%,0,1,0,0,0,Mikkel Nørgaard,"Crime,Mystery,Thriller","Denmark,Germany,Sweden","Danish,English,French",119,High
The Absent-Minded Professor,1961,all,83%,0,0,0,1,0,Robert Stevenson,"Comedy,Family,Sci-Fi,Sport",United States,English,92,Intermediate
The Academy of Muses,2015,,86%,0,0,1,0,0,José Luis Guerín,Drama,Spain,"Spanish,Catalan,Italian",92,Intermediate
The Accountant of Auschwitz,2018,,100%,1,0,0,0,0,Matthew Shoychet,Documentary,Canada,"English,German",78,High
The Acid House,1998,,45%,0,0,1,0,0,Paul McGuigan,"Comedy,Drama",United Kingdom,English,111,Intermediate
The Act of Killing,2012,,95%,0,0,1,0,0,"Joshua Oppenheimer,Anonymous,Christine Cynn","Documentary,Biography,Crime,History","United Kingdom,Denmark,Norway","Indonesian,English",117,High
The Adderall Diaries,2016,18+,21%,1,0,0,0,0,Pamela Romanowsky,"Crime,Drama,Thriller",United States,English,87,Low
The Admiral Was a Lady,1950,all,,0,0,1,0,0,Albert S. Rogell,"Comedy,Romance",United States,English,87,Intermediate
The Adventurer: The Curse of the Midas Box,2013,7+,20%,0,0,1,0,0,Jonathan Newman,"Adventure,Family,Fantasy","United Kingdom,Spain,Belgium",English,100,Low
The Adventurers,2017,,14%,0,0,1,0,0,Stephen Fung,"Action,Adventure,Crime,Drama","China,Hong Kong,Czech Republic","Chinese,English,French,Russian",140,Intermediate
The Adventures of Bullwhip Griffin,1967,,43%,0,0,0,1,0,James Neilson,"Action,Adventure,Comedy,Family,Romance,Western",United States,English,108,Intermediate
The Adventures of Charlotte and Henry,2008,all,,0,0,1,0,0,Steve Trenbirth,Animation,Australia,"English,French",84,Low
The Adventures of Huck Finn,1993,7+,73%,0,0,0,1,0,Stephen Sommers,"Adventure,Comedy,Drama,Family",United States,"English,French",108,Intermediate
The Adventures of Ichabod and Mr. Toad,1949,7+,93%,0,0,0,1,0,"James Algar,Clyde Geronimi,Jack Kinney","Animation,Comedy,Family,Fantasy,Horror",United States,English,68,High
The Adventures of Petey and Friends,2016,,,0,0,1,0,0,Lucas Qiao,"Animation,Adventure,Comedy,Family",United States,English,72,Low
The Adventures of Sharkboy and Lavagirl,2005,7+,19%,1,0,0,0,0,Doug Walker,"Comedy,Talk-Show",,,29,Low
The Adventures of Tartu,1943,,,0,0,1,0,0,Harold S. Bucquet,"Drama,Romance,Thriller,War",United Kingdom,English,103,High
The Adventures of Tintin,2011,7+,74%,1,0,0,0,0,Steven Spielberg,"Animation,Action,Adventure,Family,Mystery","United States,New Zealand,United Kingdom",English,107,High
The Aerial,2007,,64%,1,0,0,0,0,Esteban Sapir,"Drama,Fantasy,Sci-Fi",Argentina,Spanish,99,High
The Aeronauts,2019,13+,72%,0,0,1,0,0,Tom Harper,"Action,Adventure,Biography,Drama,Romance","United Kingdom,United States","English,French,Latin",100,Intermediate
The African Doctor,2016,,,1,0,0,0,0,Julien Rambaldi,"Biography,Comedy,Drama",France,"French,Lingala",96,High
The African Lion,1955,all,,0,0,0,1,0,James Algar,"Family,Documentary",United States,English,75,High
The African Queen,1951,7+,98%,0,0,1,0,0,John Huston,"Adventure,Drama,Romance,War","United Kingdom,United States","English,German,Swahili",105,High
The After Party,2018,,,1,0,1,0,0,Ian Edelman,"Comedy,Music",United States,,120,Intermediate
The Age of Blood,2017,,,0,0,1,0,0,Hong-sun Kim,Action,South Korea,Korean,102,Intermediate
The Age of Reason,2014,,,0,1,0,0,0,Yann Samuell,"Comedy,Romance","France,Belgium","French,English",97,Intermediate
The Age of Stupid,2009,13+,73%,0,0,1,0,0,Franny Armstrong,"Documentary,History,News,War",United Kingdom,"English,French",92,High
The Akron Holy War,2017,7+,,0,0,1,0,0,Anthony Fanelli,"Documentary,Action,Sport",United States,English,94,High
The Alamo,1960,,52%,0,0,1,0,0,John Wayne,"Adventure,Drama,History,War,Western",United States,"English,Spanish",162,Intermediate
The Alchemist Cookbook,2016,18+,80%,0,1,1,0,0,Joel Potrykus,"Comedy,Drama,Horror",United States,English,82,Low
The Alibi,2006,18+,57%,0,0,1,0,0,"Matt Checkowski,Kurt Mattila","Comedy,Drama,Romance","Netherlands,United States",English,90,Intermediate
The Alien and Me,2016,,,1,0,0,0,0,Spyros Melaris,"Short,Horror,Sci-Fi",United Kingdom,English,21,Intermediate
The Alien Dead,1980,18+,,0,0,1,0,0,Fred Olen Ray,"Comedy,Horror,Sci-Fi",United States,English,74,Low
The Alternate,2000,18+,,0,0,1,0,0,Sam Firstenberg,"Action,Drama",United States,English,95,Low
The Amateurs,2005,18+,19%,0,0,1,0,0,Michael Traeger,Comedy,"United States,Germany",English,96,Intermediate
The Amazing Adventure of Marchello the Cat,2017,,,0,0,1,0,0,,,,,,
The Amazing Johnathan Documentary,2019,,80%,0,1,0,0,0,Benjamin Berman,Documentary,United States,English,91,Intermediate
The Amazing Mr. X,1948,,,0,0,1,0,0,Bernard Vorhaus,"Film-Noir,Horror,Thriller",United States,English,78,Intermediate
The Amazing Praybeyt Benjamin,2014,,,1,0,0,0,0,Wenn V. Deramas,"Action,Comedy,Fantasy,Romance",Philippines,"Filipino,Tagalog,English,French",105,Low
The Amazing Quest of Ernest Bliss,1936,,,0,0,1,0,0,Alfred Zeisler,"Drama,Romance,Comedy",United Kingdom,"English,Italian",80,Intermediate
The Amazing Transparent Man,1960,,40%,0,0,1,0,0,Edgar G. Ulmer,"Horror,Sci-Fi",United States,English,58,Low
The Ambassador's Daughter,1956,,,0,0,1,0,0,,Drama,Turkey,Turkish,120,Intermediate
The American Meme,2018,,100%,1,0,0,0,0,Bert Marcus,Documentary,United States,English,98,High
The American Nightmare,2000,18+,67%,0,0,1,0,0,Adam Simon,"Documentary,Horror","United States,United Kingdom",English,73,High
The American Ruling Class,2005,all,,0,0,1,0,0,John Kirby,"Comedy,Music","United Kingdom,United States",English,88,Intermediate
The Amish: Shunned,2014,7+,,0,0,1,0,0,Callie T. Wiser,"Documentary,Biography,History",,English,113,Intermediate
The Amityville Horror,2005,18+,,1,0,1,0,0,Andrew Douglas,Horror,United States,English,90,Intermediate
The Anarchists,2000,,,0,0,1,0,0,Elie Wajeman,Drama,France,French,101,Intermediate
The Angel,2018,18+,75%,1,0,1,0,0,Ariel Vromen,"Drama,Thriller","Israel,United States","English,Hebrew,Arabic,Italian",114,Intermediate
The Angry Birds Movie 2,2019,7+,73%,1,0,0,0,0,"Thurop Van Orman,John Rice","Animation,Adventure,Comedy,Family","Finland,United States",English,97,Intermediate
The Angry Red Planet,1959,,,0,0,1,0,0,Ib Melchior,"Adventure,Horror,Sci-Fi",United States,English,83,Low
The Animal Kingdom,1932,,,0,0,1,0,0,"Edward H. Griffith,George Cukor","Comedy,Drama,Romance",United States,English,85,Intermediate
The Animal People,2019,,,1,0,0,0,0,"Denis Henry Hennelly,Casey Suchan",Documentary,United States,English,97,High
The Answer,2015,,,0,0,1,0,0,Iqbal Ahmed,"Romance,Sci-Fi,Thriller",United States,English,83,Low
The Ant Bully,2006,7+,62%,0,1,0,0,0,John A. Davis,"Animation,Adventure,Comedy,Family,Fantasy",United States,English,88,Intermediate
The Ant's Scream,2011,,,1,0,0,0,0,Sameh Abdulaziz,Drama,Egypt,Arabic,120,Intermediate
The Ape Man,1943,all,,0,0,1,0,0,William Beaudine,"Action,Drama,Horror,Sci-Fi,Thriller",United States,English,64,Low
The Apostate,1987,,75%,1,0,0,0,0,Federico Veiroj,Comedy,"Spain,France,Uruguay",Spanish,80,Intermediate
The Apostle Peter: Redemption,2016,7+,,0,0,1,0,0,Leif Bristow,Drama,Canada,English,89,Intermediate
The Apostles After Jesus,2017,,,0,0,1,0,0,,,,,,
The App,2019,,,1,0,0,0,0,Elisa Fuksas,"Drama,Sci-Fi,Thriller",Italy,"Italian,English",78,Low
The Appeared,2008,18+,,0,1,0,0,0,Paco Cabezas,Horror,"Sweden,Argentina,Spain",Spanish,120,Intermediate
The Apple Dumpling Gang,1975,all,56%,0,0,0,1,0,Norman Tokar,"Comedy,Family,Western",United States,English,100,Intermediate
The Apple Dumpling Gang Rides Again,1979,all,,0,0,0,1,0,Vincent McEveety,"Comedy,Family,Western",United States,English,88,Intermediate
The Archer,2017,,80%,0,1,0,0,0,Valerie Weiss,"Drama,Thriller",United States,English,86,Low
The Architect,2016,,,0,0,1,0,0,Jonathan Parker,"Comedy,Drama",United States,English,95,Low
The Arena,1974,18+,,0,0,1,0,0,Steve Carver,"Action,Adventure","Italy,United States","Italian,English",90,Low
The Aristocats,1970,all,66%,0,0,0,1,0,Wolfgang Reitherman,"Animation,Adventure,Comedy,Family,Musical",United States,English,78,High
The Armor of Light,2015,13+,96%,0,0,1,0,0,"Abigail Disney,Kathleen Hughes","Documentary,News",United States,English,88,Intermediate
The Armstrong Tapes,2019,,,0,1,0,0,0,Liz Reph,Documentary,United States,English,44,Intermediate
The Arrested Development Documentary Project,2013,,,0,0,1,0,0,Jeff Smith,"Documentary,Comedy",United States,English,75,Intermediate
The arrival of Wang,2012,,,0,0,1,0,0,"Antonio Manetti,Marco Manetti","Mystery,Sci-Fi,Thriller",Italy,Italian,80,Intermediate
The Art of Loving: Story of Michalina Wislocka,2017,,,1,0,0,0,0,Maria Sadowska,"Biography,Comedy,Drama,Romance",Poland,"Polish,German",121,High
The Art of Self-Defense,2019,18+,84%,0,1,0,0,0,Riley Stearns,"Comedy,Crime,Drama,Mystery,Thriller",United States,"English,French,German",104,Intermediate
The Art of the Shine,2018,,,0,0,1,0,0,,Documentary,,,,
The Art of the Steal,2013,18+,44%,1,0,0,0,0,Jonathan Sobol,"Comedy,Crime,Thriller","Canada,United States","English,Spanish",90,Intermediate
The Art of Travel,2008,18+,63%,0,0,1,0,0,Thomas Whelan,Drama,United States,"English,Spanish",100,Intermediate
The Artist,2011,13+,95%,1,0,0,0,0,Michel Hazanavicius,"Comedy,Drama,Romance","France,Belgium,United States","English,French",100,High
The Aryan Couple,2004,13+,12%,0,0,1,0,0,John Daly,"Drama,War","United Kingdom,United States",English,120,Intermediate
The Ash Lad: In the Hall of the Mountain King,2017,,,0,0,1,0,0,Mikkel Brænne Sandemose,"Adventure,Family",Norway,Norwegian,104,Intermediate
The Assailant,2009,18+,,0,0,1,0,0,João Daniel Tikhomiroff,"Action,Biography,Drama",Brazil,Portuguese,94,Intermediate
The Assassin,2015,,80%,0,0,1,0,0,John Badham,"Action,Crime,Drama,Thriller",United States,"English,French",109,Intermediate
The Assassin Next Door,2009,18+,,0,0,1,0,0,Danny Lerner,"Action,Drama,Thriller","Israel,France,United States","Hebrew,Russian,English",102,Intermediate
The Assault,1996,13+,,0,0,1,0,0,Jason Winn,"Crime,Drama,Mystery",United States,English,93,Low
The Assignment,2016,18+,34%,1,0,0,0,0,Walter Hill,"Action,Crime,Thriller","France,Canada,United States",English,95,Low
The Astounding She-Monster,1957,,,0,0,1,0,0,Ronald V. Ashcroft,"Crime,Horror,Sci-Fi",United States,English,62,Low
The Atoning,2017,18+,60%,0,0,1,0,0,Michael Williams,"Drama,Horror,Thriller",United States,English,89,Low
The Attic Expeditions,2001,18+,,0,0,1,0,0,Jeremy Kasten,"Comedy,Horror,Mystery,Thriller",United States,English,100,Low
The Auteur Theory,1999,,,0,0,1,0,0,Evan Oppenheimer,"Comedy,Mystery,Thriller",United States,English,77,Low
The Autopsy of Jane Doe,2016,18+,86%,1,0,0,0,0,André Øvredal,"Horror,Mystery,Thriller",United Kingdom,English,86,Intermediate
The Avenger,1962,,,0,0,1,0,0,Giorgio Venturini,"Adventure,Drama","Italy,France,Yugoslavia",Italian,105,Low
The Avengers,2012,13+,92%,0,0,1,1,0,Joss Whedon,"Action,Adventure,Sci-Fi",United States,"English,Russian,Hindi",143,High
The Avenging Eagle,1978,18+,,0,0,1,0,0,Chung Sun,"Action,Adventure,Drama",Hong Kong,"Mandarin,Cantonese",90,High
The Aviation Cocktail,2012,,,0,0,1,0,0,David R. Higgins,"Drama,Thriller",United States,English,96,Low
The Awakening of Motti Wolkenbruch,2018,,63%,1,0,0,0,0,Michael Steiner,"Comedy,Drama",Switzerland,"German,Yiddish,Hebrew",94,Intermediate
The Babushkas of Chernobyl,2015,,100%,0,0,1,0,0,"Anne Bogart,Holly Morris",Documentary,United States,"Ukrainian,Russian,English",70,High
The Baby of Mâcon,1993,,,0,0,1,0,0,Peter Greenaway,"Drama,History","Netherlands,France,United Kingdom,Germany",English,122,High
The Babymakers,2012,18+,8%,0,0,1,0,0,Jay Chandrasekhar,Comedy,United States,English,95,Low
The Babysitter,2017,18+,71%,1,0,1,0,0,McG,"Comedy,Horror",United States,English,85,Intermediate
The Babysitters,2007,18+,33%,0,0,1,0,0,David Ross,"Adventure,Drama",United States,English,88,Intermediate
The Bad Batch,2017,18+,47%,1,0,0,0,0,Ana Lily Amirpour,"Drama,Horror,Romance,Sci-Fi",United States,English,118,Low
The Bad Education Movie,2015,13+,63%,1,0,0,0,0,Elliot Hegarty,Comedy,United Kingdom,English,90,Intermediate
The Bad Nun,2018,,,0,0,1,0,0,Scott Jeffrey,"Horror,Mystery,Thriller",United Kingdom,English,97,Low
The Bait,2016,,,1,0,0,0,0,Bertrand Tavernier,"Crime,Drama",France,French,115,Intermediate
The Baker,2007,13+,14%,0,0,1,0,0,Gareth Lewis,"Comedy,Thriller",United Kingdom,English,86,Intermediate
The Ballad of Buster Scruggs,2018,18+,91%,1,0,0,0,0,"Ethan Coen,Joel Coen","Comedy,Drama,Musical,Mystery,Romance,Western",United States,"English,French",133,High
The Ballad of Lefty Brown,2017,18+,78%,1,0,0,0,0,Jared Moshe,"Action,Drama,Western",United States,English,111,Intermediate
The Ballerina,2017,,,0,0,1,0,0,Steve Pullen,"Drama,Horror,Thriller",United States,English,106,Low
The Band's Visit,2007,13+,98%,0,0,1,0,0,Eran Kolirin,"Comedy,Drama,Music,Romance","Israel,United States,France","Hebrew,Arabic,English",87,High
The Bare-Footed Kid,1993,18+,,1,0,1,0,0,"Johnnie To,Patrick Leung,Johnny Mak","Action,Drama",Hong Kong,Cantonese,90,Intermediate
The Barkley Marathons: The Race That Eats Its Young,2014,,67%,0,0,1,0,0,"Annika Iltis,Timothy James Kane","Documentary,Adventure,History,Sport",United States,English,89,High
The Barn,2016,,,0,0,1,0,0,,"Crime,Drama,Thriller",United States,English,47,Low
The Basement,2018,18+,11%,0,0,1,0,0,Tommy O'Haver,"Biography,Crime,Drama,Horror",United States,English,98,Low
The Bat,1959,,,0,0,1,0,0,Crane Wilbur,"Horror,Mystery,Thriller",United States,English,80,Intermediate
The Battered Bastards of Baseball,2014,,100%,1,0,0,0,0,"Chapman Way,Maclain Way","Documentary,Sport",United States,English,80,High
